Sensor Type,Sample Time [ns],val1,val2,val3
b,92436582322522,193.875,6.8984375,-328.75
w,92436572212906,-1.2255859,0.5073242,-0.01701355
a,92436600998521,-2.7480469,-7.7070312,0.8925781
b,92436592422522,193.875,6.8984375,-328.75
w,92436582312906,-1.2255859,0.5073242,-0.01701355
a,92436611098521,-2.6308594,-10.0078125,0.859375
b,92436602522522,193.75,6.0,-327.75
w,92436592412906,-1.8320312,0.36914062,0.037231445
a,92436621198521,-2.34375,-11.296875,1.9267578
b,92436612622522,194.5,6.8984375,-326.5
w,92436602512906,-1.8222656,0.30541992,0.10852051
a,92436631298521,-2.0917969,-11.3671875,2.8066406
b,92436622722522,194.5,6.8984375,-326.5
w,92436612612906,-1.5078125,0.36914062,0.15002441
a,92436641398521,-2.2421875,-11.1171875,3.2832031
b,92436632822522,194.25,6.8984375,-324.5
w,92436622712906,-1.1552734,0.46069336,0.13830566
a,92436651498521,-2.5820312,-10.921875,3.5859375
b,92436642922522,194.25,6.8984375,-324.5
w,92436632812906,-0.8457031,0.44799805,0.119140625
a,92436661598521,-2.6015625,-10.7578125,3.7460938
b,92436653022522,193.0,7.1992188,-324.25
w,92436642912906,-0.5317383,0.39257812,0.08935547
a,92436671698521,-2.4726562,-10.5078125,3.7460938
b,92436663122522,193.0,7.1992188,-324.25
w,92436653012906,-0.24047852,0.37353516,0.032989502
a,92436681798521,-2.3261719,-10.3359375,3.546875
b,92436673222522,193.875,6.5976562,-326.25
w,92436663112906,-0.011703491,0.37231445,-0.023406982
a,92436691898521,-2.265625,-10.09375,3.0292969
b,92436683322522,193.875,6.5976562,-326.25
w,92436673212906,0.109558105,0.39794922,-0.06915283
a,92436701998521,-2.3066406,-9.8046875,2.7617188
b,92436693422522,193.625,6.8984375,-324.5
w,92436683312906,0.14685059,0.43310547,-0.10424805
a,92436712098521,-2.3515625,-9.8046875,2.7480469
b,92436703522522,192.5,6.0,-324.5
w,92436693412906,0.09362793,0.44799805,-0.1361084
a,92436722198521,-2.3359375,-9.7890625,2.8476562
b,92436713622522,192.5,6.0,-324.5
w,92436703512906,-0.011703491,0.44677734,-0.13513184
a,92436732298521,-2.3125,-9.5625,3.1816406
b,92436723722522,194.625,6.0,-325.75
w,92436713612906,-0.0680542,0.43945312,-0.10534668
a,92436742398521,-2.2753906,-9.4765625,3.5273438
b,92436733822522,194.625,6.0,-325.75
w,92436723712906,-0.07977295,0.44580078,-0.10321045
a,92436752498521,-2.34375,-9.4609375,3.6328125
b,92436743922522,193.25,6.5976562,-325.0
w,92436733812906,-0.08404541,0.44677734,-0.10852051
a,92436762598521,-2.3964844,-9.5859375,3.5625
b,92436754022522,193.25,6.5976562,-325.0
w,92436743912906,-0.023406982,0.41918945,-0.08831787
a,92436772698521,-2.3046875,-9.515625,3.4082031
b,92436764122522,193.25,6.0,-324.5
w,92436754012906,0.09362793,0.4020996,-0.07977295
a,92436782798521,-2.3007812,-9.3828125,3.2167969
b,92436774222522,193.25,6.0,-324.5
w,92436764112906,0.22338867,0.39575195,-0.07342529
a,92436792898521,-2.3984375,-9.2265625,2.9492188
b,92436784322522,193.25,6.8984375,-324.5
w,92436774212906,0.30322266,0.37231445,-0.056396484
a,92436802998521,-2.4707031,-9.3203125,2.8535156
b,92436794422522,192.5,6.0,-325.75
w,92436784312906,0.36376953,0.31176758,-0.05532837
a,92436813098521,-2.4023438,-9.3203125,2.7851562
b,92436804522522,192.5,6.0,-325.75
w,92436794412906,0.3659668,0.2541504,-0.052124023
a,92436823198521,-2.3066406,-9.2265625,2.7089844
b,92436814622522,193.75,7.1992188,-324.25
w,92436804512906,0.32666016,0.21276855,-0.022338867
a,92436833298521,-2.2421875,-9.1015625,2.6054688
b,92436824722522,193.75,7.1992188,-324.25
w,92436814612906,0.26586914,0.16491699,-0.0
a,92436843398521,-2.1992188,-9.171875,2.5039062
b,92436834822522,192.75,5.6992188,-326.0
w,92436824712906,0.1809082,0.12451172,0.012763977
a,92436853498521,-2.1660156,-9.21875,2.2851562
b,92436844922522,192.75,5.6992188,-326.0
w,92436834812906,0.09576416,0.09680176,0.0287323
a,92436863598521,-2.1972656,-9.3515625,2.1738281
b,92436855022522,192.25,6.5976562,-324.0
w,92436844912906,0.039367676,0.065979004,0.039367676
a,92436873698521,-2.2285156,-9.546875,2.1738281
b,92436865122522,192.25,6.5976562,-324.0
w,92436855012906,0.0021266937,0.03616333,0.029785156
a,92436883798521,-2.2480469,-9.75,2.1542969
b,92436875222522,193.75,7.1992188,-326.0
w,92436865112906,-0.0063819885,0.00957489,0.015960693
a,92436893898521,-2.21875,-9.9609375,2.1269531
b,92436885322522,192.375,6.8984375,-324.25
w,92436875212906,0.0340271,-0.0021266937,-0.0
a,92436903998521,-2.1894531,-10.1015625,1.9726562
b,92436895422522,192.375,6.8984375,-324.25
w,92436885312906,0.109558105,-0.010635376,-0.018081665
a,92436914098521,-2.1601562,-9.9921875,1.7900391
b,92436905522522,194.125,6.296875,-323.5
w,92436895412906,0.17016602,-0.024475098,-0.027664185
a,92436924198521,-2.1171875,-9.6875,1.6826172
b,92436915622522,194.125,6.296875,-323.5
w,92436905512906,0.19042969,-0.06384277,-0.029785156
a,92436934298521,-2.0058594,-9.4609375,1.6513672
b,92436925722522,192.875,8.09375,-324.5
w,92436915612906,0.14257812,-0.10107422,-0.030853271
a,92436944398521,-1.9365234,-9.390625,1.5195312
b,92436935822522,192.875,8.09375,-324.5
w,92436925712906,0.029785156,-0.11383057,-0.030853271
a,92436954498521,-1.9814453,-9.2421875,1.5078125
b,92436945922522,193.375,6.5976562,-325.5
w,92436935812906,-0.111694336,-0.12976074,-0.0340271
a,92436964598521,-1.9726562,-9.390625,1.6777344
b,92436956022522,193.375,6.5976562,-325.5
w,92436945912906,-0.23937988,-0.15856934,-0.046813965
a,92436974698521,-1.9726562,-9.6171875,1.5175781
b,92436966122522,192.75,7.796875,-326.0
w,92436956012906,-0.36694336,-0.17443848,-0.06488037
a,92436984798521,-1.9746094,-9.78125,1.3183594
b,92436976222522,192.75,7.796875,-326.0
w,92436966112906,-0.4350586,-0.19677734,-0.07446289
a,92436994898521,-1.8984375,-9.8828125,1.5390625
b,92436986322522,193.25,5.6992188,-325.0
w,92436976212906,-0.4309082,-0.23400879,-0.0925293
a,92437004998521,-1.9296875,-9.9921875,1.7207031
b,92436996422522,192.875,7.1992188,-325.75
w,92436986312906,-0.39672852,-0.24572754,-0.109558105
a,92437015098521,-2.1367188,-10.25,2.0078125
b,92437006522522,192.875,7.1992188,-325.75
w,92436996412906,-0.31274414,-0.27441406,-0.111694336
a,92437025198521,-2.0527344,-10.0625,2.328125
b,92437016622522,192.375,6.5976562,-324.75
w,92437006512906,-0.1829834,-0.31591797,-0.10852051
a,92437035298521,-1.8359375,-9.6875,2.4785156
b,92437026722522,192.375,6.5976562,-324.75
w,92437016612906,-0.04043579,-0.3425293,-0.12548828
a,92437045398521,-1.7978516,-9.4765625,2.5078125
b,92437036822522,193.0,7.1992188,-325.5
w,92437026712906,-0.03616333,-0.38720703,-0.17126465
a,92437055498521,-1.7685547,-9.171875,2.5917969
b,92437046922522,193.0,7.1992188,-325.5
w,92437036812906,-0.20214844,-0.47973633,-0.18933105
a,92437065598521,-1.6064453,-8.8828125,2.4707031
b,92437057022522,191.375,7.5,-323.5
w,92437046912906,-0.5234375,-0.5317383,-0.19677734
a,92437075698521,-1.65625,-8.9453125,2.2871094
b,92437067122522,191.375,7.5,-323.5
w,92437057012906,-0.96484375,-0.5859375,-0.2298584
a,92437085798521,-1.6826172,-9.3671875,2.1660156
b,92437077222522,193.0,6.5976562,-324.25
w,92437067112906,-1.3564453,-0.6660156,-0.2479248
a,92437095898521,-1.7304688,-10.046875,2.0429688
b,92437087322522,191.125,6.0,-322.0
w,92437077212906,-1.5214844,-0.7246094,-0.24572754
a,92437105998521,-1.9384766,-10.6640625,2.1113281
b,92437097422522,191.125,6.0,-322.0
w,92437087312906,-1.4482422,-0.76708984,-0.25854492
a,92437116098521,-2.1171875,-11.0,2.3378906
b,92437107522522,191.625,6.0,-321.75
w,92437097412906,-1.1884766,-0.8222656,-0.26049805
a,92437126198521,-2.0527344,-10.875,2.1757812
b,92437117622522,191.625,6.0,-321.75
w,92437107512906,-0.8457031,-0.85302734,-0.26391602
a,92437136298521,-1.9580078,-10.3671875,1.7783203
b,92437127722522,192.375,6.296875,-321.25
w,92437117612906,-0.54785156,-0.8574219,-0.29882812
a,92437146398521,-1.9511719,-10.234375,1.5097656
b,92437137822522,192.375,6.296875,-321.25
w,92437127712906,-0.36499023,-0.8808594,-0.33618164
a,92437156498521,-1.9677734,-10.34375,1.6992188
b,92437147922522,191.375,5.3984375,-320.5
w,92437137812906,-0.35864258,-0.8935547,-0.36376953
a,92437166598521,-1.9628906,-9.9453125,1.7714844
b,92437158022522,191.375,5.3984375,-320.5
w,92437147912906,-0.50634766,-0.8544922,-0.39257812
a,92437176698521,-1.9941406,-9.6484375,1.7548828
b,92437168122522,192.0,6.296875,-321.25
w,92437158012906,-0.68066406,-0.80322266,-0.41601562
a,92437186798521,-1.890625,-9.8671875,1.5058594
b,92437178222522,192.375,6.0,-320.5
w,92437168112906,-0.8222656,-0.75878906,-0.42236328
a,92437196898521,-1.8427734,-10.1875,1.2275391
b,92437188322522,192.375,6.0,-320.5
w,92437178212906,-0.8417969,-0.7338867,-0.41064453
a,92437206998521,-1.7783203,-10.3125,1.3662109
b,92437198422522,192.0,6.296875,-318.25
w,92437188312906,-0.64697266,-0.72021484,-0.38305664
a,92437217098521,-1.7998047,-10.1328125,1.3710938
b,92437208522522,192.0,6.296875,-318.25
w,92437198412906,-0.36279297,-0.68310547,-0.35424805
a,92437227198521,-1.8671875,-9.9765625,1.2802734
b,92437218622522,192.0,5.6992188,-320.0
w,92437208512906,-0.11810303,-0.6660156,-0.3190918
a,92437237298521,-1.8642578,-10.0390625,1.3261719
b,92437228722522,192.0,5.6992188,-320.0
w,92437218612906,0.0287323,-0.6689453,-0.28198242
a,92437247398521,-1.7880859,-9.7890625,1.3544922
b,92437238822522,191.875,6.0,-319.75
w,92437228712906,0.058502197,-0.6723633,-0.24475098
a,92437257498521,-1.6708984,-9.703125,1.0429688
b,92437248922522,191.875,6.0,-319.75
w,92437238812906,0.042541504,-0.63183594,-0.21911621
a,92437267598521,-1.8857422,-9.8984375,1.0195312
b,92437259022522,190.75,6.296875,-319.75
w,92437248912906,-0.058502197,-0.56152344,-0.21166992
a,92437277698521,-2.0117188,-10.1484375,0.7441406
b,92437269122522,189.75,6.296875,-321.5
w,92437259012906,-0.18835449,-0.47973633,-0.2084961
a,92437287798521,-2.0273438,-10.71875,0.28710938
b,92437279222522,189.75,6.296875,-321.5
w,92437269112906,-0.2244873,-0.3840332,-0.20532227
a,92437297898521,-2.0800781,-10.9765625,0.6557617
b,92437289322522,191.5,6.0,-319.0
w,92437279212906,-0.19580078,-0.34692383,-0.19580078
a,92437307998521,-2.015625,-10.1484375,0.98876953
b,92437299422522,191.5,6.0,-319.0
w,92437289312906,-0.15100098,-0.34570312,-0.17236328
a,92437318098521,-2.0117188,-9.2578125,1.2226562
b,92437309522522,191.375,6.0,-321.75
w,92437299412906,-0.09576416,-0.37231445,-0.14257812
a,92437328198521,-1.9296875,-8.9375,1.265625
b,92437319622522,191.375,6.0,-321.75
w,92437309512906,-0.1595459,-0.46606445,-0.09790039
a,92437338298521,-1.9003906,-9.046875,1.1152344
b,92437329722522,191.0,5.6992188,-320.5
w,92437319612906,-0.27661133,-0.5810547,-0.08300781
a,92437348398521,-2.0292969,-9.6015625,0.60058594
b,92437339822522,191.0,5.6992188,-320.5
w,92437329712906,-0.34155273,-0.6796875,-0.0680542
a,92437358498521,-2.1796875,-9.8515625,0.31103516
b,92437349922522,191.375,7.1992188,-320.5
w,92437339812906,-0.32128906,-0.7841797,-0.04043579
a,92437368598521,-2.1796875,-9.8515625,0.31103516
b,92437360022522,191.875,6.0,-320.25
w,92437349912906,-0.25854492,-0.88720703,-0.007446289
a,92437378698521,-2.2910156,-9.5859375,0.4428711
b,92437370122522,191.875,6.0,-320.25
w,92437360012906,-0.20751953,-0.9628906,0.007446289
a,92437388798521,-2.2910156,-9.5859375,0.4428711
b,92437380222522,191.0,5.6992188,-320.5
w,92437370112906,-0.20214844,-1.0224609,0.0063819885
a,92437398898521,-2.265625,-9.3125,0.40698242
b,92437390322522,191.0,5.6992188,-320.5
w,92437380212906,-0.20214844,-1.0224609,0.0063819885
a,92437408998521,-2.1601562,-9.125,0.46923828
b,92437400422522,191.5,5.3984375,-321.0
w,92437390312906,-0.18725586,-1.0947266,0.015960693
a,92437419098521,-2.1054688,-9.1640625,0.28710938
b,92437410522522,191.5,5.3984375,-321.0
w,92437400412906,-0.18725586,-1.0947266,0.015960693
a,92437429198521,-2.1601562,-9.421875,0.105285645
b,92437420622522,192.25,4.796875,-320.25
w,92437410512906,-0.20751953,-1.1289062,0.032989502
a,92437439298521,-2.2304688,-9.96875,-0.05984497
b,92437430722522,192.25,4.796875,-320.25
w,92437420612906,-0.15637207,-1.1738281,0.07232666
a,92437449398521,-2.2265625,-10.53125,-0.07659912
b,92437440822522,193.0,6.296875,-320.5
w,92437430712906,-0.109558105,-1.2167969,0.10321045
a,92437459498521,-2.203125,-10.5703125,-0.07421875
b,92437450922522,192.0,5.3984375,-320.5
w,92437440812906,-0.12023926,-1.2529297,0.09680176
a,92437469598521,-2.1074219,-10.640625,-0.11968994
b,92437461022522,192.0,5.3984375,-320.5
w,92437450912906,-0.22131348,-1.2714844,0.0574646
a,92437479698521,-1.8857422,-10.828125,-0.18664551
b,92437471122522,193.0,4.796875,-320.0
w,92437461012906,-0.37231445,-1.2822266,0.0010633469
a,92437489798521,-1.453125,-10.8984375,-0.36865234
b,92437481222522,193.0,4.796875,-320.0
w,92437471112906,-0.44482422,-1.2763672,-0.05105591
a,92437499898521,-0.9790039,-10.6640625,-0.2800293
b,92437491322522,193.75,5.3984375,-320.5
w,92437481212906,-0.3659668,-1.2666016,-0.10852051
a,92437509998521,-0.7373047,-10.578125,-0.18188477
b,92437501422522,193.75,5.3984375,-320.5
w,92437491312906,-0.19152832,-1.2363281,-0.14038086
a,92437520098521,-0.79003906,-10.5703125,-0.20825195
b,92437511522522,193.375,5.6992188,-319.5
w,92437501412906,-0.0680542,-1.2050781,-0.17871094
a,92437530198521,-0.8354492,-10.078125,-0.2680664
b,92437521622522,193.375,5.6992188,-319.5
w,92437511512906,-0.06488037,-1.2216797,-0.2084961
a,92437540298521,-0.75634766,-9.5546875,-0.1986084
b,92437531722522,193.75,6.0,-323.0
w,92437521612906,-0.10107422,-1.2509766,-0.18933105
a,92437550398521,-0.75390625,-9.3203125,-0.0023937225
b,92437541822522,194.625,5.6992188,-320.25
w,92437531712906,-0.17236328,-1.2851562,-0.16381836
a,92437560498521,-0.93115234,-9.4296875,0.0143585205
b,92437551922522,194.625,5.6992188,-320.25
w,92437541812906,-0.24475098,-1.2792969,-0.13830566
a,92437570598521,-0.9692383,-9.8203125,0.12683105
b,92437562022522,194.625,5.6992188,-321.5
w,92437551912906,-0.3190918,-1.2363281,-0.109558105
a,92437580698521,-0.859375,-9.734375,0.51953125
b,92437572122522,194.625,5.6992188,-321.5
w,92437562012906,-0.4255371,-1.1669922,-0.09893799
a,92437590798521,-0.7133789,-9.9921875,0.7705078
b,92437582222522,193.75,5.3984375,-320.5
w,92437572112906,-0.40112305,-1.0966797,-0.09576416
a,92437600898521,-0.43554688,-10.5234375,0.9121094
b,92437592322522,193.75,5.3984375,-320.5
w,92437582212906,-0.22021484,-1.046875,-0.10424805
a,92437610998521,-0.11730957,-10.75,1.03125
b,92437602422522,195.0,5.6992188,-322.75
w,92437592312906,0.10534668,-1.0019531,-0.12768555
a,92437621098521,-0.02154541,-10.6328125,0.9741211
b,92437612522522,195.0,5.6992188,-322.75
w,92437602412906,0.42236328,-0.9428711,-0.15856934
a,92437631198521,0.265625,-10.53125,0.8520508
b,92437622622522,194.125,6.5976562,-324.25
w,92437612512906,0.6147461,-0.89990234,-0.17663574
a,92437641298521,0.3852539,-10.5390625,0.60546875
b,92437632722522,194.125,6.5976562,-324.25
w,92437622612906,0.8300781,-0.88623047,-0.14892578
a,92437651398521,0.5410156,-10.375,0.74658203
b,92437642822522,194.25,6.0,-324.0
w,92437632712906,0.79589844,-0.85302734,-0.12237549
a,92437661498521,0.51708984,-10.328125,0.72998047
b,92437652922522,194.125,7.1992188,-326.0
w,92437642812906,0.6508789,-0.8417969,-0.17663574
a,92437671598521,0.36376953,-10.8203125,0.43310547
b,92437663022522,194.125,7.1992188,-326.0
w,92437652912906,0.47460938,-0.8183594,-0.19897461
a,92437681698521,0.15551758,-10.8828125,0.05505371
b,92437673122522,194.25,6.296875,-325.0
w,92437663012906,0.27978516,-0.79345703,-0.23730469
a,92437691798521,-0.052642822,-10.65625,-0.1340332
b,92437683222522,194.25,6.296875,-325.0
w,92437673112906,0.1340332,-0.7734375,-0.28198242
a,92437701898521,-0.16992188,-10.734375,-0.02154541
b,92437693322522,195.125,6.5976562,-324.75
w,92437683212906,0.16381836,-0.77783203,-0.30541992
a,92437711998521,-0.28955078,-10.8828125,-0.071777344
b,92437703422522,195.125,6.5976562,-324.75
w,92437693312906,0.35424805,-0.77246094,-0.32763672
a,92437722098521,-0.30639648,-10.6640625,-0.09814453
b,92437713522522,194.25,7.796875,-325.75
w,92437703412906,0.5957031,-0.7553711,-0.35864258
a,92437732198521,-0.2512207,-10.2265625,-0.3996582
b,92437723622522,194.25,7.796875,-325.75
w,92437713512906,0.75439453,-0.7236328,-0.3935547
a,92437742298521,-0.2631836,-9.7109375,-0.40454102
b,92437733722522,193.625,7.796875,-327.5
w,92437723612906,0.72998047,-0.7285156,-0.4182129
a,92437752398521,-0.31591797,-9.421875,-0.27270508
b,92437743822522,193.25,7.796875,-327.0
w,92437733712906,0.64990234,-0.74902344,-0.4128418
a,92437762498521,-0.5048828,-9.421875,-0.33276367
b,92437753922522,193.25,7.796875,-327.0
w,92437743812906,0.59765625,-0.74365234,-0.40112305
a,92437772598521,-0.5361328,-9.34375,-0.57666016
b,92437764022522,193.75,7.1992188,-327.75
w,92437753912906,0.54589844,-0.7158203,-0.38720703
a,92437782698521,-0.3996582,-9.125,-0.51464844
b,92437774122522,193.75,7.1992188,-327.75
w,92437764012906,0.49682617,-0.66064453,-0.35009766
a,92437792798521,-0.4189453,-9.0,-0.21777344
b,92437784222522,192.75,8.3984375,-327.25
w,92437774112906,0.40966797,-0.61083984,-0.32543945
a,92437802898521,-0.51953125,-9.03125,-0.09814453
b,92437794322522,192.75,8.3984375,-327.25
w,92437784212906,0.34692383,-0.56689453,-0.28515625
a,92437812998521,-0.49316406,-9.3359375,0.24169922
b,92437804422522,193.25,8.09375,-329.25
w,92437794312906,0.40966797,-0.5341797,-0.23303223
a,92437823098521,-0.46923828,-9.671875,0.78271484
b,92437814522522,193.25,8.09375,-329.25
w,92437804412906,0.59765625,-0.5126953,-0.1776123
a,92437833198521,-0.44750977,-9.828125,1.0097656
b,92437824622522,192.875,8.3984375,-331.75
w,92437814512906,0.8364258,-0.46606445,-0.13720703
a,92437843298521,-0.2607422,-9.9140625,1.0292969
b,92437834722522,192.375,9.296875,-329.5
w,92437824612906,1.0097656,-0.41381836,-0.11065674
a,92437853398521,-0.035888672,-9.8671875,1.3642578
b,92437844822522,192.375,9.296875,-329.5
w,92437834712906,1.0761719,-0.39160156,-0.06384277
a,92437863498521,0.03829956,-10.015625,1.75
b,92437854922522,192.25,8.6953125,-331.75
w,92437844812906,1.1035156,-0.39672852,-0.041503906
a,92437873598521,0.0,-10.171875,1.8886719
b,92437865022522,192.25,8.6953125,-331.75
w,92437854912906,1.1005859,-0.4128418,-0.03829956
a,92437883698521,0.13635254,-9.9140625,1.7998047
b,92437875122522,193.0,8.6953125,-332.5
w,92437865012906,1.0205078,-0.43310547,-0.05532837
a,92437893798521,0.265625,-9.5,1.5888672
b,92437885222522,193.0,8.6953125,-332.5
w,92437875112906,0.8105469,-0.45214844,-0.0670166
a,92437903898521,0.1340332,-9.3828125,1.6103516
b,92437895322522,192.875,9.59375,-334.0
w,92437885212906,0.54248047,-0.47973633,-0.04788208
a,92437913998521,0.16040039,-9.3515625,1.6826172
b,92437905422522,192.875,9.59375,-334.0
w,92437895312906,0.35327148,-0.52001953,-0.0340271
a,92437924098521,0.22021484,-9.3203125,1.5146484
b,92437915522522,192.375,10.1953125,-333.75
w,92437905412906,0.2956543,-0.5341797,-0.031921387
a,92437934198521,0.2800293,-9.15625,1.1894531
b,92437925622522,192.0,9.296875,-333.75
w,92437915512906,0.32861328,-0.53515625,-0.022338867
a,92437944298521,0.30395508,-8.9765625,1.1943359
b,92437935722522,192.0,9.296875,-333.75
w,92437925612906,0.43945312,-0.52783203,0.011703491
a,92437954398521,0.13879395,-9.0,0.96240234
b,92437945822522,193.625,9.0,-335.25
w,92437935712906,0.6352539,-0.4873047,0.058502197
a,92437964498521,0.16271973,-9.0390625,0.8232422
b,92437955922522,193.625,9.0,-335.25
w,92437945812906,0.8881836,-0.4309082,0.11065674
a,92437974598521,0.27514648,-9.203125,1.1035156
b,92437966022522,193.375,9.0,-335.0
w,92437955912906,1.1513672,-0.3713379,0.1776123
a,92437984698521,0.16040039,-9.4140625,1.8261719
b,92437976122522,193.375,9.0,-335.0
w,92437966012906,1.3398438,-0.31591797,0.21386719
a,92437994798521,-0.028717041,-9.6328125,2.1640625
b,92437986222522,193.625,7.5,-339.5
w,92437976112906,1.3349609,-0.27026367,0.18188477
a,92438004898521,0.04067993,-9.5234375,2.0585938
b,92437996322522,193.625,7.5,-339.5
w,92437986212906,1.0507812,-0.29882812,0.10321045
a,92438014998521,0.16271973,-9.34375,2.0742188
b,92438006422522,193.75,8.6953125,-338.0
w,92437996312906,0.62890625,-0.37231445,0.08508301
a,92438025098521,-0.06939697,-9.171875,2.1386719
b,92438016522522,194.125,8.6953125,-338.5
w,92438006412906,0.19250488,-0.43408203,0.07019043
a,92438035198521,-0.114868164,-9.359375,2.3828125
b,92438026622522,194.125,8.6953125,-338.5
w,92438016512906,-0.031921387,-0.49902344,0.052124023
a,92438045298521,-0.0670166,-9.6796875,2.7578125
b,92438036722522,193.0,9.296875,-338.5
w,92438026612906,-0.0031909943,-0.54345703,0.0287323
a,92438055398521,0.0071792603,-9.703125,2.7304688
b,92438046822522,193.0,9.296875,-338.5
w,92438036712906,0.25219727,-0.5810547,-0.011703491
a,92438065498521,0.29907227,-9.2734375,2.6445312
b,92438056922522,193.625,9.296875,-340.75
w,92438046812906,0.60839844,-0.6191406,-0.05001831
a,92438075598521,0.2631836,-8.921875,2.5839844
b,92438067022522,193.625,9.296875,-340.75
w,92438056912906,0.92041016,-0.6479492,-0.05319214
a,92438085698521,-0.14123535,-8.671875,2.4765625
b,92438077122522,192.5,9.59375,-341.25
w,92438067012906,1.125,-0.66259766,-0.03829956
a,92438095798521,-0.16992188,-8.296875,2.3242188
b,92438087222522,192.5,9.59375,-341.25
w,92438077112906,1.1630859,-0.6743164,-0.035095215
a,92438105898521,-0.10772705,-8.078125,2.3691406
b,92438097322522,192.875,9.0,-340.75
w,92438087212906,0.9765625,-0.6904297,-0.01701355
a,92438115998521,-0.14355469,-8.046875,2.4785156
b,92438107422522,192.25,8.6953125,-342.5
w,92438097312906,0.6308594,-0.7104492,0.0031909943
a,92438126098521,-0.0071792603,-8.1015625,2.609375
b,92438117522522,192.25,8.6953125,-342.5
w,92438107412906,0.29467773,-0.7338867,0.015960693
a,92438136198521,0.2130127,-8.3515625,2.5800781
b,92438127622522,192.75,9.296875,-342.75
w,92438117512906,0.10748291,-0.7553711,0.015960693
a,92438146298521,0.59375,-8.6484375,2.5996094
b,92438137722522,192.75,9.296875,-342.75
w,92438127612906,0.09362793,-0.7597656,0.014892578
a,92438156398521,0.59375,-8.6484375,2.5996094
b,92438147822522,193.375,7.796875,-343.5
w,92438137712906,0.21594238,-0.7426758,0.008506775
a,92438166498521,1.1650391,-8.78125,2.7324219
b,92438157922522,193.375,7.796875,-343.5
w,92438147812906,0.40966797,-0.7104492,-0.0021266937
a,92438176598521,1.3496094,-8.8828125,2.7402344
b,92438168022522,193.0,9.59375,-343.5
w,92438157912906,0.40966797,-0.7104492,-0.0021266937
a,92438186698521,1.1220703,-8.8984375,2.3496094
b,92438178122522,193.0,9.59375,-343.5
w,92438168012906,0.62109375,-0.68310547,-0.015960693
a,92438196798521,1.1103516,-8.78125,2.0800781
b,92438188222522,192.875,8.3984375,-343.75
w,92438178112906,0.8129883,-0.6616211,-0.022338867
a,92438206898521,1.2089844,-8.640625,1.9746094
b,92438198322522,192.875,8.3984375,-343.75
w,92438188212906,0.86376953,-0.62646484,-0.037231445
a,92438216998521,1.4482422,-8.5703125,1.8261719
b,92438208422522,192.5,8.6953125,-344.25
w,92438198312906,0.6669922,-0.59277344,-0.10534668
a,92438227098521,1.7617188,-8.5625,1.8623047
b,92438218522522,192.375,8.6953125,-346.5
w,92438208412906,0.30200195,-0.5756836,-0.18188477
a,92438237198521,1.6679688,-8.6171875,1.6728516
b,92438228622522,192.375,8.6953125,-346.5
w,92438218512906,-0.06915283,-0.55615234,-0.2541504
a,92438247298521,1.6201172,-8.578125,1.4863281
b,92438238722522,192.5,8.09375,-345.5
w,92438228612906,-0.31811523,-0.52978516,-0.2915039
a,92438257398521,1.7685547,-8.375,1.484375
b,92438248822522,192.5,8.09375,-345.5
w,92438238712906,-0.40014648,-0.47338867,-0.29467773
a,92438267498521,1.6806641,-8.375,1.4912109
b,92438258922522,191.125,9.0,-345.0
w,92438248812906,-0.31054688,-0.3659668,-0.24157715
a,92438277598521,1.6103516,-8.421875,1.6103516
b,92438269022522,191.125,9.0,-345.0
w,92438258912906,-0.10107422,-0.2319336,-0.16174316
a,92438287698521,1.8164062,-8.390625,2.0
b,92438279122522,192.0,8.6953125,-344.5
w,92438269012906,0.11810303,-0.09576416,-0.09362793
a,92438297798521,2.0625,-8.390625,2.4003906
b,92438289222522,192.0,8.6953125,-344.5
w,92438279112906,0.28833008,0.032989502,-0.05001831
a,92438307898521,2.1015625,-8.703125,2.7636719
b,92438299322522,190.625,9.296875,-345.25
w,92438289212906,0.36376953,0.1394043,-0.05001831
a,92438317998521,1.9580078,-8.921875,3.0976562
b,92438309422522,190.625,9.8984375,-345.75
w,92438299312906,0.26049805,0.20214844,-0.09362793
a,92438328098521,1.6992188,-8.9375,3.1738281
b,92438319522522,190.625,9.8984375,-345.75
w,92438309412906,0.046813965,0.21911621,-0.119140625
a,92438338198521,1.5292969,-9.109375,3.2988281
b,92438329622522,191.0,8.3984375,-346.5
w,92438319512906,-0.15319824,0.20422363,-0.1149292
a,92438348298521,1.4648438,-9.1953125,3.5585938
b,92438339722522,191.0,8.3984375,-346.5
w,92438329612906,-0.2915039,0.17126465,-0.10424805
a,92438358398521,1.1943359,-9.5,3.7441406
b,92438349822522,191.5,9.59375,-345.5
w,92438339712906,-0.30737305,0.15429688,-0.08618164
a,92438368498521,1.1083984,-9.546875,3.796875
b,92438359922522,191.5,9.59375,-345.5
w,92438349812906,-0.21911621,0.12658691,-0.09576416
a,92438378598521,1.1914062,-9.2890625,3.6542969
b,92438370022522,191.0,8.6953125,-344.5
w,92438359912906,-0.08087158,0.09790039,-0.13720703
a,92438388698521,1.3642578,-8.9453125,3.4160156
b,92438380122522,191.0,8.6953125,-344.5
w,92438370012906,0.020217896,0.07977295,-0.16809082
a,92438398798521,1.6279297,-8.734375,3.0722656
b,92438390222522,191.625,9.296875,-344.5
w,92438380112906,0.0670166,0.07659912,-0.19897461
a,92438408898521,1.5097656,-8.65625,2.6660156
